16777472|16777727
16777728|16778239
16779264|16781311
16785408|16793599
16842752|16843007
16843264|16843775
16843776|16844799
16844800|16846847
16846848|16850943
16850944|16859135
16908288|16908799
16908800|16909055
16909312|16909567
16909568|16909823
16909824|16910335
16910336|16910591
16910592|16910847
16910848|16911359
16911360|16912383
16912384|16916479
16916480|16924671
16924672|16941055
16973824|17039359
17039616|17039871
17039872|17040383
17040384|17040639
17040640|17040895
17040896|17041407
17041408|17043455
17043456|17047551
17047552|17055743
17055744|17072127
17301504|17367039
17432576|17434623
17434624|17435135
17435392|17435647
17435648|17436671
17436672|17440767
17440768|17448959
17448960|17465343
17563648|17825791
18350080|18874367
19726336|19791871
19922944|20054015
20054016|20119551
20119552|20185087
20447232|20971519
21233664|21495807
22020096|22544383
22544384|22806527
22806528|22937599
22937600|23068671
24379392|24641535
28573696|28835839
28835840|28966911
29097984|29360127
29360128|29884415
30015488|30146559
30146560|30408703
234881024|234883071
234884096|234885119
234946560|234947583
235929600|236978175
241598464|241599487
241605632|241606655
241631232|241696767
241696768|242221055
242221056|243269631
243400704|243531775
243662848|243793919
244318208|245366783
247479296|247480319
247483392|247484415
247726080|247857151
248250368|248381439
248512512|249561087
453509120|454033407
454033408|455081983
455272448|455274495
455344128|455606271
455606272|456130559
456271872|456273919
456294400|456327167
456542208|456544255
456562688|456564735
456572928|456589311
459460608|459464703
459464704|459472895
459505664|459538431
459735040|459800575
459964416|459980799
459983872|459984895
460136448|460144639
460324864|460341247
460345344|460349439
460423168|460439551
460521472|460554239
460598272|460599295
460933120|460935167
460945408|460947455
461373440|461504511
461626368|461627391
462422016|462487551
462684160|462946303
462946304|463470591
465043456|465567743
465567744|467664895
467664896|467927039
603979776|603980799
603981824|603983871
603983872|603987967
603987968|603996159
603996160|604012543
604012544|604045311
604045312|604110847
604241920|604504063
605028352|606076927
606076928|606339071
606339072|606404607
606404608|606412799
606413824|606414335
606414592|606414847
606414848|606416895
606416896|606420991
606601216|607125503
607125504|607256575
607322112|607387647
607649792|608174079
610271232|612368383
612368384|616562687
616562688|618659839
620232704|620494847
620625920|620691455
654311424|654311679
654311936|654312447
654312448|654313471
654313472|654315519
654315520|654319615
654319616|654327807
654327808|654344191
654344192|654376959
658505728|660602879
662700032|666894335
704643072|704644095
704645120|704647167
704647168|704649215
704649216|704650239
704651264|704659455
704675840|704708607
704708608|704716799
704716800|704720895
704720896|704722943
704722944|704723967
704741376|704774143
704905216|705167359
707788800|707919871
707919872|707985407
707985408|708050943
708050944|708313087
708313088|708575231
708706304|708739071
708739072|708747263
708747264|708751359
708752384|708753407
708753408|708755455
708771840|708837375
709885952|710017023
710098944|710103039
710103040|710104063
710105088|710107135
710107136|710115327
710115328|710148095
710148096|710410239
710410240|710934527
710950912|710959103
710959104|710961151
710962176|710963199
710963200|710967295
710967296|711000063
711000064|711065599
711131136|711147519
711147520|711155711
711155712|711159807
711159808|711160831
711161856|711163903
711196672|711458815
712507392|712638463
712638464|712703999
712704000|712712191
712713216|712714239
712714240|712716287
712716288|712720383
712720384|712736767
712736768|712769535
713031680|714080255
714866688|714874879
714875904|714876927
714876928|714878975
714878976|714883071
714883072|714899455
714899456|714932223
714932224|714997759
714997760|715128831
715128832|716177407
716177408|716701695
716701696|716832767
716832768|716898303
716898304|716914687
716914688|716922879
716922880|716926975
716926976|716929023
716929024|716930047
716931072|716963839
717225984|717357055
717357056|717359103
717359104|717360127
717360128|717361151
717361152|717365247
717365248|717373439
717373440|717389823
717389824|717422591
717422592|717488127
717488128|717750271
717815808|717848575
717881344|718012415
718012416|718274559
718274560|719323135
719323136|720371711
720371712|720404479
720404480|720437247
720502784|720633855
720633856|720895999
720896000|721420287
822345728|822607871
825425920|825491455
825491456|825753599
826277888|828375039
829423616|829947903
829947904|830210047
830472192|830472447
830472704|830473215
831258624|831389695
832045056|832307199
835715072|835846143
835846144|835977215
836501504|836763647
837287936|837550079
837746688|837763071
837795840|837812223
838262784|838270975
973996032|974127103
974127104|974192639
974192640|974225407
974225408|974258175
974258176|974323711
974323712|974389247
974389248|974454783
974454784|974520319
974520320|974651391
974651392|974782463
975044608|975175679
975175680|975699967
975699968|975831039
975831040|975896575
975896576|975962111
975962112|976224255
976224256|976748543
976748544|976879615
976879616|976945151
976945152|976977919
976977920|977010687
977010688|977272831
977397760|977399807
977403904|977534975
977567744|977600511
978452480|978583551
978796544|978812927
979599360|979632127
979632128|979763199
980680704|980942847
981467136|981991423
982515712|982581247
983171072|983302143
985661440|985792511
985792512|985923583
985923584|986054655
986054656|986185727
986185728|986710015
986710016|987758591
988807168|988938239
988938240|989069311
989069312|989200383
989200384|989331455
989331456|989855743
991952896|992477183
992477184|992608255
992608256|992673791
992673792|992739327
992739328|993001471
993001472|993067007
993067008|993099775
993099776|993132543
993132544|993198079
993198080|993230847
993230848|993263615
993263616|993525759
993525760|993787903
993787904|993918975
993918976|994050047
994050048|994312191
994312192|994574335
994574336|994705407
994705408|994836479
994836480|994902015
994902016|994967551
994967552|995098623
995098624|995360767
996868096|996900863
996900864|996933631
996933632|997064703
997064704|997195775
999751680|999784447
1000013824|1000079359
1001127936|1001259007
1001259008|1001390079
1002373120|1002405887
1002434560|1002438655
1002438656|1006632959
1006632960|1007157247
1007157248|1007288319
1007288320|1007353855
1007353856|1007419391
1007419392|1007484927
1007484928|1007501311
1007501312|1007517695
1007517696|1007550463
1007550464|1007681535
1007681536|1008205823
1008205824|1008467967
1008467968|1008599039
1008599040|1008664575
1008664576|1008730111
1010237440|1010302975
1010761728|1010827263
1017118720|1017249791
1017249792|1017380863
1017380864|1017511935
1017511936|1017643007
1017643008|1018167295
1018167296|1019215871
1019346944|1019478015
1019740160|1020002303
1020002304|1020067839
1020067840|1020133375
1020133376|1020264447
1020264448|1020788735
1020788736|1020919807
1020919808|1021050879
1021050880|1021313023
1021837312|1021968383
1022033920|1022099455
1022722048|1022754815
1022820352|1022885887
